2025-06-27 16:34:53.909 | ERROR    | consumer:loadmodel:96 - loadmodel: Error al cargar el modelo: No module named 'imblearn'
2025-06-28 13:52:58.684 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 34.818322400549626, "AnomalyScore": 0.0002337072005655, "Timestamp": "2022-01-19 13:40:20", "Amount": 13.634916668833744, "AccountBalance": 6457.6710814829175, "LastLogin": "2022-11-10", "SuspiciousFlag": 0, "Hour": 3, "usuario_id": "f3fd3428-3764-4459-b0f4-be6390bab124", "transaccion_id": "6059ce2f-2ae7-4ebc-a099-ca83cf67e277"}
2025-06-28 13:52:58.687 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 13:52:59.688 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.2171054549838043, "Timestamp": "2022-01-13 18:15:31", "Amount": 70.19254295842853, "AccountBalance": 3864.659640535264, "LastLogin": "2024-09-26", "SuspiciousFlag": 0, "Hour": 8, "usuario_id": "05e3024b-1b92-404b-98ee-f28d8b2cd3b7", "transaccion_id": "1186a4a0-6346-43e5-aa08-93ecf9cc8e9f"}
2025-06-28 13:52:59.691 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 13:53:00.693 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 81.20168873563016, "AnomalyScore": 0.7503972135066161, "Timestamp": "2022-02-11 15:00:00", "Amount": 17.868576180304515, "AccountBalance": 6277.046801281906, "LastLogin": "2023-01-16", "SuspiciousFlag": 0, "Hour": 16, "usuario_id": "7db5ab2e-6e3e-435c-8c39-30c6a79bf7c1", "transaccion_id": "a6d0bc8b-c3cd-4b9c-82ef-b6cc4ed23f36"}
2025-06-28 13:53:00.695 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 13:53:01.697 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 12.46611628905884, "AnomalyScore": 0.31817721799780746, "Timestamp": "2022-02-10 21:32:37", "Amount": 66.92107961203872, "AccountBalance": 7908.703076677926, "LastLogin": "2024-09-26", "SuspiciousFlag": 0, "Hour": 0, "usuario_id": "ef1c88a8-af99-4084-96ca-bf452619a7d0", "transaccion_id": "e58a0c3a-49b3-41f5-baa2-6439910d16d9"}
2025-06-28 13:53:01.700 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 13:53:02.701 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Food", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.5987245684971207, "Timestamp": "2022-02-11 15:00:00", "Amount": 68.53933616159915, "AccountBalance": 6007.7293515978145, "LastLogin": "2024-08-15", "SuspiciousFlag": 0, "Hour": 13, "usuario_id": "a9b7b518-dd92-48e8-abaf-2bc1b912af44", "transaccion_id": "7b518543-3379-4986-a36a-8268b9b04960"}
2025-06-28 13:53:02.704 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:37:19.482 | INFO     | consumer_service:consume_loop:34 - Esperando mensajes de Kafka...
2025-06-28 14:38:04.421 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 71.13891036841869, "AnomalyScore": 0.33385459060066763, "Timestamp": "2022-02-04 04:46:25", "Amount": 70.85573298234189, "AccountBalance": 9999.776238940984, "LastLogin": "2023-06-17", "SuspiciousFlag": 1, "Hour": 0, "usuario_id": "807ab1dd-a7fa-4b79-8d6b-be84f6b64c53", "transaccion_id": "40b2b7ee-3291-41ce-a0ec-acffdd5c59b4"}
2025-06-28 14:38:04.437 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:05.438 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 84.94817369695348, "AnomalyScore": 0.9249342328387454, "Timestamp": "2022-02-10 13:22:28", "Amount": 99.88740974312738, "AccountBalance": 3928.9954163108605, "LastLogin": "2022-08-29", "SuspiciousFlag": 1, "Hour": 6, "usuario_id": "b26cb37d-2a91-4b21-b231-83e5a4e5e760", "transaccion_id": "b713b388-706f-405e-b001-a4d7561f23f2"}
2025-06-28 14:38:05.441 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:06.444 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 34.66635029883842, "AnomalyScore": 0.9215006325373261, "Timestamp": "2022-01-06 10:16:12", "Amount": 35.815828260767475, "AccountBalance": 9593.076885773658, "LastLogin": "2022-03-24", "SuspiciousFlag": 1, "Hour": 17, "usuario_id": "2a7bc1fc-6998-4aac-8012-003eb304e235", "transaccion_id": "314bfe63-f8d7-4a81-bb33-d68c05109f3a"}
2025-06-28 14:38:06.447 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:07.448 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 59.13601212080618, "AnomalyScore": 0.13105330604727847, "Timestamp": "2022-01-22 18:35:01", "Amount": 76.34773781419591, "AccountBalance": 5487.790194100557, "LastLogin": "2023-10-02", "SuspiciousFlag": 0, "Hour": 2, "usuario_id": "487931f9-c6e5-4520-9624-bb1477fc796d", "transaccion_id": "c8d6a5c7-d472-4209-ac6d-f06f0f41e107"}
2025-06-28 14:38:07.451 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:08.451 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.09856008913995029, "Timestamp": "2022-01-04 19:49:26", "Amount": 71.39520867272535, "AccountBalance": 8919.963654589043, "LastLogin": "2023-03-03", "SuspiciousFlag": 0, "Hour": 1, "usuario_id": "fa020d20-e842-48df-a87c-ec413ec84fec", "transaccion_id": "7a44dfae-57c9-4626-949f-cf34e323c36a"}
2025-06-28 14:38:08.453 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:09.455 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 74.00151290626401, "AnomalyScore": 0.2507662789800661, "Timestamp": "2022-01-25 01:57:14", "Amount": 27.242774582747952, "AccountBalance": 1475.4919571547107, "LastLogin": "2023-10-08", "SuspiciousFlag": 0, "Hour": 11, "usuario_id": "0a18e376-8a64-4153-b5a0-63f0c36a3c45", "transaccion_id": "94a9228b-5f9c-4c05-baf3-a0c4679a1615"}
2025-06-28 14:38:09.458 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:10.460 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 28.509323911236923, "AnomalyScore": 0.08520727073757983, "Timestamp": "2022-02-04 13:05:19", "Amount": 99.88740974312738, "AccountBalance": 7898.912643840886, "LastLogin": "2023-02-19", "SuspiciousFlag": 0, "Hour": 0, "usuario_id": "38875066-56d5-4a49-8411-e78c27693c34", "transaccion_id": "8005703b-f187-4e81-9b1c-0fd89f7c8656"}
2025-06-28 14:38:10.462 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-28 14:38:11.464 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 82.56583500541898, "AnomalyScore": 0.7273155846684686, "Timestamp": "2022-02-04 01:30:54", "Amount": 64.89838782405977, "AccountBalance": 6670.09188083767, "LastLogin": "2022-07-04", "SuspiciousFlag": 0, "Hour": 4, "usuario_id": "9c2651f8-1d5c-48a3-82a4-d5f857c0233d", "transaccion_id": "aa3c22db-ed52-44f1-a61f-2cec417f4838"}
2025-06-28 14:38:11.467 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:50:24.174 | INFO     | consumer_service:consume_loop:34 - Esperando mensajes de Kafka...
2025-06-30 12:50:24.180 | ERROR    | consumer_service:consume_loop:41 - Error en Kafka: KafkaError{code=UNKNOWN_TOPIC_OR_PART,val=3,str="Subscribed topic not available: fraud_transactions: Broker: Unknown topic or partition"}
2025-06-30 12:52:29.420 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 31.320262107166762, "AnomalyScore": 0.6544755263702897, "Timestamp": "2022-01-14 19:25:32", "Amount": 76.70001652403839, "AccountBalance": 9999.776238940984, "LastLogin": "2024-04-08", "SuspiciousFlag": 1, "Hour": 5, "usuario_id": "6fabfc9c-3c67-4f53-916a-9d8dad08b31c", "transaccion_id": "cd41867d-b472-40dd-b49f-d9dd095bde4a"}
2025-06-30 12:52:29.452 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:30.453 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 62.17425639073216, "AnomalyScore": 0.6883739841728783, "Timestamp": "2022-02-10 18:57:49", "Amount": 99.88740974312738, "AccountBalance": 1730.28563897745, "LastLogin": "2022-08-24", "SuspiciousFlag": 1, "Hour": 11, "usuario_id": "94c72a10-feeb-4d15-8531-14098e5666c1", "transaccion_id": "2f40db12-ef20-4a5f-8698-b167b52aa176"}
2025-06-30 12:52:30.454 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:31.456 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 21.263777364301887, "AnomalyScore": 0.12430860776746362, "Timestamp": "2022-01-10 03:24:43", "Amount": 99.88740974312738, "AccountBalance": 6862.9587820149445, "LastLogin": "2022-09-05", "SuspiciousFlag": 0, "Hour": 19, "usuario_id": "0da20201-f085-4253-8afe-3a3d22a163a7", "transaccion_id": "e562135e-8686-4124-b12f-7fc26d4745b7"}
2025-06-30 12:52:31.458 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:32.460 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 17.090046141351674, "AnomalyScore": 0.20000798375548753, "Timestamp": "2022-02-04 19:04:19", "Amount": 99.88740974312738, "AccountBalance": 5814.084676119381, "LastLogin": "2023-12-02", "SuspiciousFlag": 0, "Hour": 6, "usuario_id": "47c3c5c7-6b71-4df3-9af1-99aab6700810", "transaccion_id": "f35793e0-6533-433e-b162-3c9511024665"}
2025-06-30 12:52:32.461 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:33.463 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.09679499030951788, "Timestamp": "2022-01-31 23:33:33", "Amount": 58.49175719833869, "AccountBalance": 9999.776238940984, "LastLogin": "2024-03-09", "SuspiciousFlag": 0, "Hour": 17, "usuario_id": "3adc021c-73e0-472b-b382-837512e34334", "transaccion_id": "5dffae50-373a-4f4c-b9db-96a4698ae186"}
2025-06-30 12:52:33.465 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:34.467 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 76.11054491573151, "AnomalyScore": 0.3263862018175673, "Timestamp": "2022-01-28 20:34:18", "Amount": 33.56357892436584, "AccountBalance": 3579.2846365595506, "LastLogin": "2023-11-27", "SuspiciousFlag": 0, "Hour": 17, "usuario_id": "720cbb57-1bb2-490a-b3bc-65424dabedf1", "transaccion_id": "98dbec36-cd9a-449a-80dc-72368db6f3ae"}
2025-06-30 12:52:34.468 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:35.470 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 22.17181096295828, "AnomalyScore": 0.599563434013257, "Timestamp": "2022-01-27 03:34:26", "Amount": 87.95059556523663, "AccountBalance": 9999.776238940984, "LastLogin": "2023-08-10", "SuspiciousFlag": 0, "Hour": 16, "usuario_id": "e7707f85-cebc-4a60-9c6d-09616357ab8f", "transaccion_id": "b1ad2692-4657-4175-964a-f2af545799c5"}
2025-06-30 12:52:35.472 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 12:52:36.474 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 59.24285488721918, "AnomalyScore": 0.6610863565074416, "Timestamp": "2022-01-20 17:02:02", "Amount": 99.632608697171, "AccountBalance": 4818.7058100185695, "LastLogin": "2022-11-07", "SuspiciousFlag": 0, "Hour": 10, "usuario_id": "8d8fef12-e29c-4d2a-b7ae-56d15a5fdb68", "transaccion_id": "51cf25c8-8df5-415c-8211-2256bf6185f9"}
2025-06-30 12:52:36.475 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object has no attribute 'feature_names_in_'
2025-06-30 13:05:49.111 | INFO     | consumer_service:consume_loop:34 - Esperando mensajes de Kafka...
2025-06-30 13:05:59.274 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 23.8263364612325, "AnomalyScore": 0.5320134000882212, "Timestamp": "2022-02-02 20:15:02", "Amount": 71.27172941619297, "AccountBalance": 9999.776238940984, "LastLogin": "2024-01-04", "SuspiciousFlag": 1, "Hour": 14, "usuario_id": "85a0d201-f35f-4e9e-9363-4d9b97266c31", "transaccion_id": "ef0ec6c5-85d2-4260-ae60-4d43de787e5b"}
2025-06-30 13:05:59.285 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:00.285 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 15.384746995841738, "AnomalyScore": 0.4675477966976984, "Timestamp": "2022-02-09 12:23:03", "Amount": 95.09840795203266, "AccountBalance": 3099.146076823763, "LastLogin": "2022-06-15", "SuspiciousFlag": 1, "Hour": 9, "usuario_id": "6203fc32-de77-47fe-b400-f22f1b3e9ab1", "transaccion_id": "5ca70cda-8e26-4121-9ca7-60d32227dadc"}
2025-06-30 13:06:00.287 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:01.289 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 12.911240638721615, "AnomalyScore": 0.6587336808296808, "Timestamp": "2022-01-01 00:00:00", "Amount": 83.29397403759094, "AccountBalance": 8846.5143886213, "LastLogin": "2023-02-08", "SuspiciousFlag": 0, "Hour": 21, "usuario_id": "dfdb0617-eee5-48d6-89cc-a037c04ad126", "transaccion_id": "d102a09e-9733-4adc-9f77-65fc4aa72a37"}
2025-06-30 13:06:01.291 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:02.293 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.0672985100793976, "Timestamp": "2022-02-05 10:08:55", "Amount": 74.29899348013649, "AccountBalance": 5985.377005829937, "LastLogin": "2023-12-16", "SuspiciousFlag": 0, "Hour": 19, "usuario_id": "4d12059e-ef26-426e-9ca2-cd1fed68b0dd", "transaccion_id": "19d449c9-71aa-4576-a797-fdc9384334f1"}
2025-06-30 13:06:02.295 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:03.296 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 13.539732357651296, "AnomalyScore": 0.07661079794138409, "Timestamp": "2022-01-07 19:04:00", "Amount": 54.23465959319247, "AccountBalance": 9999.776238940984, "LastLogin": "2024-09-26", "SuspiciousFlag": 0, "Hour": 8, "usuario_id": "dc512832-8256-45d1-bc3c-436a72da2ebe", "transaccion_id": "08e56908-62f2-4c1b-b2d2-83ba9cf5ba61"}
2025-06-30 13:06:03.298 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:04.300 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 49.29848381464787, "AnomalyScore": 0.5420148551276478, "Timestamp": "2022-01-19 20:15:30", "Amount": 47.18140723363981, "AccountBalance": 7767.466802489884, "LastLogin": "2022-08-09", "SuspiciousFlag": 0, "Hour": 17, "usuario_id": "e5a68a81-0d7f-49fa-be40-f6a972a55249", "transaccion_id": "7502f9a2-f74c-4685-9720-0577886af3a6"}
2025-06-30 13:06:04.302 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:05.304 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 30.816355028178645, "AnomalyScore": 0.145071569279352, "Timestamp": "2022-02-08 02:30:10", "Amount": 99.88740974312738, "AccountBalance": 5606.0584769281195, "LastLogin": "2023-04-09", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "dbd45855-c3c3-420c-9e49-80f035485eae", "transaccion_id": "5eae888a-04f9-4745-8cd1-2c671af87106"}
2025-06-30 13:06:05.306 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:06:06.307 | INFO     | consumer_service:consume_loop:45 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 36.03781570863859, "AnomalyScore": 0.5512864277520466, "Timestamp": "2022-01-27 13:58:51", "Amount": 78.17696878925251, "AccountBalance": 7350.310695532945, "LastLogin": "2022-11-28", "SuspiciousFlag": 0, "Hour": 3, "usuario_id": "177b602a-309c-4913-bd7a-55ccba3d68c0", "transaccion_id": "e074aae1-0cf6-454a-a714-ac761ae301e0"}
2025-06-30 13:06:06.310 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: "['gap'] not in index"
2025-06-30 13:24:07.408 | INFO     | consumer_service:consume_loop:35 - Esperando mensajes de Kafka...
2025-06-30 13:24:12.275 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 84.7345964014952, "AnomalyScore": 0.6788433801527718, "Timestamp": "2022-01-26 13:32:59", "Amount": 58.3636205515145, "AccountBalance": 9205.111525032886, "LastLogin": "2023-10-27", "SuspiciousFlag": 1, "Hour": 9, "usuario_id": "d7092411-301f-4125-a5c7-536263bc8afd", "transaccion_id": "5b441526-28ed-491b-9e09-b14ab5326aa2"}
2025-06-30 13:24:12.276 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:13.277 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.5094556116908395, "Timestamp": "2022-01-17 06:57:57", "Amount": 99.88740974312738, "AccountBalance": 5872.369014960263, "LastLogin": "2022-06-01", "SuspiciousFlag": 0, "Hour": 13, "usuario_id": "552f5155-263f-435b-9dc8-14f24fa9baea", "transaccion_id": "ca8205c2-7b5e-46db-b064-005f55bb8ade"}
2025-06-30 13:24:13.278 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:14.280 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Retail", "TransactionAmount": 71.57932352045358, "AnomalyScore": 0.9990473412377048, "Timestamp": "2022-01-15 03:03:18", "Amount": 43.45032834469755, "AccountBalance": 6554.7808173481635, "LastLogin": "2022-01-01", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "ceec1726-8cc5-4ae5-976d-97c7bd3b0034", "transaccion_id": "83451e49-f761-460e-9367-415950df2e04"}
2025-06-30 13:24:14.280 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:15.282 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 89.60358778835833, "AnomalyScore": 0.11180006311409024, "Timestamp": "2022-01-02 02:51:27", "Amount": 22.739199126007886, "AccountBalance": 1263.9708997891457, "LastLogin": "2022-11-26", "SuspiciousFlag": 0, "Hour": 12, "usuario_id": "c29548f0-6602-4d7e-9e8e-93b292207466", "transaccion_id": "f9ea8a69-407d-4687-86c1-39fb8fa8f1e9"}
2025-06-30 13:24:15.282 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:16.284 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 88.02092050941995, "AnomalyScore": 0.3961148178884034, "Timestamp": "2022-01-05 17:03:05", "Amount": 17.99265585932458, "AccountBalance": 5449.23735378414, "LastLogin": "2024-06-20", "SuspiciousFlag": 0, "Hour": 0, "usuario_id": "0d38b1b9-25d8-4b34-b7d2-d9f83fa490e7", "transaccion_id": "03bbed1a-74a5-46d8-a2c8-88a78b56a319"}
2025-06-30 13:24:16.285 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:17.286 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.6759753016954677, "Timestamp": "2022-01-09 14:43:45", "Amount": 19.91505385709618, "AccountBalance": 5064.748604994665, "LastLogin": "2024-01-13", "SuspiciousFlag": 0, "Hour": 18, "usuario_id": "d7805747-9e1d-44b4-b457-5748b1a0ab72", "transaccion_id": "34a75acd-0d84-405a-abf2-e887c9791431"}
2025-06-30 13:24:17.287 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:18.288 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 39.71204243592602, "AnomalyScore": 0.13995491005605887, "Timestamp": "2022-02-01 15:40:46", "Amount": 59.25500893823042, "AccountBalance": 7729.408808557335, "LastLogin": "2022-11-02", "SuspiciousFlag": 0, "Hour": 19, "usuario_id": "61bf4c7f-54f6-459d-aed7-4134d674ceaa", "transaccion_id": "b102c161-cd9c-4e18-ab14-8823ab378790"}
2025-06-30 13:24:18.289 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
2025-06-30 13:24:19.290 | INFO     | consumer_service:consume_loop:46 - Mensaje recibido: {"Category": "Retail", "TransactionAmount": 99.78432334104625, "AnomalyScore": 0.8239733492459781, "Timestamp": "2022-01-01 00:00:00", "Amount": 63.76463797991111, "AccountBalance": 7368.651698730264, "LastLogin": "2022-08-05", "SuspiciousFlag": 0, "Hour": 9, "usuario_id": "7a2645c0-98a2-4291-91f4-9167c58e4159", "transaccion_id": "61748814-aa67-4792-91c2-a33052bd5b96"}
2025-06-30 13:24:19.291 | ERROR    | consumer_service:consume_loop:56 - Error procesando mensaje: string indices must be integers
