Category|TransactionAmount|AnomalyScore|Amount|AccountBalance|SuspiciousFlag|Hour|gap|DayOfWeek|Month|TransactionAmountRelativeToBalance|BalancePostTransaction|IsWeekend
1|15,0314207539817|0,9923378496402676|79,35791579481321|8228,897853132457|0|21|236|6|1|0,0018266626980015018|8213,866432378476|1
0|64,0550437068745|0,531697063932589|72,74250983074938|6608,386988413693|0|22|757|6|1|0,00969299222626951|6544,331944706819|1
4|37,31484596425175|0,0322402678558125|17,6405694778187|8791,304688526334|0|23|992|6|1|0,004244517427879838|8753,989842562081|1
2|11,93959323128237|0,0061201141369274|30,793728080558463|6552,420255282427|0|0|749|0|1|0,0018221653627385872|6540,4806620511445|0
1|17,91599331862236|0,0447252918925693|61,35297940106928|9258,31269753691|0|1|412|0|1|0,0019351251036691325|9240,396704218289|0
3|28,42012347274126|0,9181560081146742|42,07616320785515|5084,274000658554|0|2|41|0|1|0,005589809571447186|5055,853877185812|0
3|95,91411492767848|0,0555455780239428|90,81333790562653|2897,001043526318|0|3|371|0|1|0,03310807054833812|2801,0869285986396|0
0|44,00543975418234|0,5687201877502441|42,08401695356378|7264,807041213747|0|4|342|0|1|0,006057344607301539|7220,801601459564|0
1|39,083675731208|0,1116274550577005|87,77609114158098|1308,3817367590414|0|5|677|0|1|0,029871768026983592|1269,2980610278335|0
2|79,91319162474862|0,6294201752731601|62,13088122838467|8236,476448026788|0|6|40|0|1|0,009702351743371211|8156,563256402039|0
3|99,39547482554184|0,5047562252447003|83,1517552203441|3612,869037587848|0|7|608|0|1|0,027511507832540694|3513,4735627623063|0
4|98,02129252071374|0,7124860792029184|49,723786313021925|1670,4930903743175|0|8|701|0|1|0,05867805924222621|1572,4717978536037|0
0|85,97846399845285|0,6232913655459015|13,081741283544147|9246,516979425342|0|9|402|0|1|0,00929847035264908|9160,538515426888|0
0|61,369965594477215|0,6889460878176792|28,62756065487808|7545,026042634955|0|10|158|0|1|0,008133830850641429|7483,656077040478|0
3|56,39017672096056|0,7012128117494796|82,91599923239106|9996,99152465927|0|11|333|0|1|0,005640714667194091|9940,60134793831|0
4|52,224587954587946|0,3817522806168361|76,11459127700137|8792,09709915188|0|12|711|0|1|0,00593994667775288|8739,872511197293|0
4|88,00863507425593|0,4478817547460879|66,56159118369223|4468,344079407905|0|13|862|0|1|0,019696029112851544|4380,335444333649|0
2|22,41233395120337|0,7690132128559298|50,51711429707575|4756,907985455394|0|14|699|0|1|0,004711534051053914|4734,49565150419|0
1|10,967550794864708|0,3391291866143247|55,162744952494926|7541,198868921577|0|15|480|0|1|0,0014543510899922886|7530,231318126712|0
2|74,80049283184198|0,0951938957139624|78,33451388591148|3039,5142047755826|0|16|136|0|1|0,024609357875122924|2964,7137119437407|0
2|16,34857049322759|0,1072906870387059|51,4144879788989|7794,946321991311|0|17|105|0|1|0,002097329451404247|7778,597751498084|0
3|59,48591943885853|0,169625926112435|81,34788954135908|3507,492645445045|0|18|53|0|1|0,016959670468905775|3448,0067260061865|0
2|64,68870798615711|0,5467204678243731|95,23140544260824|4483,156300402189|0|19|545|0|1|0,014429277868441441|4418,467592416032|0
3|40,11881406202277|0,7132956071476505|87,15831942631942|3976,339147069369|0|20|884|0|1|0,01008938437547286|3936,220333007346|0
2|33,18694249951406|0,2189393885632597|78,69681169305915|2518,7388735597933|0|21|894|0|1|0,01317601552423343|2485,5519310602795|0
1|64,24073572319557|0,5521439297775538|23,80623682022744|5544,569288667391|0|22|151|0|1|0,011586244553656845|5480,3285529441955|0
1|53,91674221753586|0,1617728586912705|57,31615922446038|7665,932450291637|0|23|283|0|1|0,007033292109883475|7612,015708074101|0
4|55,60426363765741|0,6860135687546838|67,92604330939866|7990,335619571962|0|0|145|1|1|0,006958939684768348|7934,731355934304|0
4|95,54621197153052|0,957373586986144|16,26344880319616|5037,207239014824|0|1|154|1|1|0,018968092325345232|4941,661027043294|0
2|25,73509604902587|0,7842947190605576|13,42002255353782|4152,721122244118|0|2|602|1|1|0,00619716453175134|4126,986026195093|0
0|92,0899205881348|0,4885878004048138|42,76855554669151|6987,997844391333|0|3|418|1|1|0,013178298367972092|6895,907923803198|0
4|66,15215047728688|0,2178905074792401|41,21158341874049|2957,760054296896|0|4|3|1|1|0,022365624412698425|2891,6079038196094|0
2|70,84820400902817|0,3941309112302433|58,13859005804491|3816,962495092046|0|5|981|1|1|0,018561409523967478|3746,114291083018|0
1|65,46874682566187|0,6085123427185402|14,634664157422302|3715,769255207644|0|6|772|1|1|0,017619163712576484|3650,300508381982|0
3|25,27309509866829|0,0255585901176547|19,137591520992626|5766,570781258057|0|7|155|1|1|0,004382690520475085|5741,297686159389|0
4|54,43074953579532|0,2007991959678334|29,83486576041774|5703,042829615882|0|8|489|1|1|0,009544159348258202|5648,612080080086|0
1|89,92128590628081|0,084979207388952|38,43137755298227|9411,508716680992|0|9|318|1|1|0,009554396496164744|9321,58743077471|0
0|70,5533611534697|0,0148769296562688|18,110761868902294|5275,9454658434415|0|10|727|1|1|0,01337264791879168|5205,392104689972|0
1|11,760532784436789|0,8500908746590535|22,97242859349798|8278,713188445914|0|11|872|1|1|0,0014205749754503192|8266,952655661476|0
3|47,90428072026375|0,8858380254109788|22,45289288099517|3434,612874956465|0|12|916|1|1|0,013947505137932307|3386,7085942362014|0
3|30,12257414785566|0,6619170473823522|70,51131966791718|6741,429339282374|0|13|614|1|1|0,004468277071797093|6711,306765134518|0
3|59,06169368651467|0,7086399710261254|78,55221406635722|2873,839987462341|0|14|50|1|1|0,020551489973061218|2814,7782937758266|0
4|61,030450747630056|0,0365564379848128|35,601241841950866|9467,31225148779|0|15|882|1|1|0,00644643898145845|9406,28180074016|0
3|77,76328614592758|0,4402907533266011|26,00722367933592|4962,283526863032|0|16|67|1|1|0,01567086719752319|4884,520240717105|0
3|49,16020343383616|0,0002337072005655|85,36034193563887|8710,760047285832|0|17|971|1|1|0,005643618142041909|8661,599843851996|0
1|70,28777110281193|0,5325805700018359|48,09673926087099|9885,267204374808|0|18|722|1|1|0,007110356214924113|9814,979433271996|0
0|33,838420642486625|0,1103865196909265|29,03410939854033|8804,517944437239|0|19|431|1|1|0,0038433019111359748|8770,679523794752|0
4|49,22333118633592|0,190179868627074|98,14685940247114|7560,730128542115|0|20|680|1|1|0,006510393883854617|7511,50679735578|0
4|85,86740383135798|0,4604078745218216|79,77488953148558|5042,199848161743|0|21|273|1|1|0,01702975019180627|4956,3324443303845|0
2|72,2881408132906|0,6351498923024964|50,39592040108388|2077,514821107271|0|22|824|1|1|0,03479548741547007|2005,2266802939805|0
3|26,196351691755417|0,495002454686524|98,5026858539832|2569,1292344962367|0|23|462|1|1|0,010196587754329954|2542,9328828044813|0
2|90,0778270615524|0,3040718787901955|18,16684546592576|5101,105372122595|0|0|917|2|1|0,017658491736678352|5011,0275450610425|0
2|21,11119366756257|0,291574943975321|55,88720399193835|7149,964405144897|0|1|178|2|1|0,002952629198037909|7128,853211477334|0
1|15,152685241543288|0,2419476642350824|76,84342858021311|9510,171443616422|0|2|861|2|1|0,0015933135728814153|9495,01875837488|0
2|94,0073412618988|0,3374859941376362|13,097222776355888|2045,0579963089228|0|3|509|2|1|0,045968056373741205|1951,050655047024|0
0|88,98436112503889|0,9603976293466876|58,92390637798005|9545,47486907634|0|4|18|2|1|0,009322151317302602|9456,490507951303|0
1|97,48688179907796|0,2645800599183321|61,65899469709107|2706,148887561668|0|5|7|2|1|0,03602421221062857|2608,66200576259|0
3|83,76810174234359|0,3332819881973068|12,458635265316776|7900,2424003291135|0|6|580|2|1|0,010603231837399562|7816,47429858677|0
4|93,56933968320736|0,3398523619032424|16,651042272403856|6131,253862602764|0|7|909|2|1|0,015261044768334951|6037,684522919556|0
2|39,7071103789509|0,2223044794557515|64,1798875377491|8722,686489131847|0|8|974|2|1|0,004552165256475116|8682,979378752896|0
4|54,89026403662322|0,4215635124057515|13,915099886609262|2240,517799293388|0|9|990|2|1|0,024498918979324533|2185,627535256765|0
1|85,92834801769118|0,3664545518768669|58,084975288492096|8430,98651867882|0|10|354|2|1|0,010191968380843361|8345,058170661128|0
1|64,58967531386853|0,8913273664664983|96,8105858612092|7085,442721000245|0|11|604|2|1|0,009115827741071692|7020,853045686376|0
0|66,51437179940578|0,7824277459451286|48,737959254294935|5588,049941710766|0|12|791|2|1|0,011902966597152958|5521,53556991136|0
2|57,44211218746886|0,0063315156706293|44,24378825471623|3046,120484791152|0|13|680|2|1|0,018857465577697657|2988,6783726036833|0
3|10,625085325396435|0,6864802438144277|22,586047991269297|3454,6485309782306|0|14|956|2|1|0,0030755908249768607|3444,023445652834|0
2|21,310132757865613|0,290569092728993|40,47944601842122|1783,739009166993|0|15|735|2|1|0,01194688945431398|1762,4288764091273|0
1|31,089658414406184|0,3787730482978894|74,4439571243902|4018,773274033155|0|16|831|2|1|0,007736106591354249|3987,6836156187487|0
4|97,86479106596292|0,8384719464730573|77,57986716270221|7450,419004134611|0|17|115|2|1|0,013135474798350649|7352,554213068648|0
3|20,93135754622178|0,8548717198256173|40,63979180497972|9319,481714172363|0|18|836|2|1|0,0022459787129997747|9298,550356626141|0
0|84,66984069219563|0,4309100079096375|62,921911545133966|1111,7721667693309|0|19|925|2|1|0,07615754668353991|1027,1023260771353|0
4|75,34393386371227|0,8626867847533091|43,7036374245612|7025,452026763664|0|20|418|2|1|0,010724425072819137|6950,108092899952|0
3|31,029962233485527|0,9230146888184372|56,60485656715164|7192,646432329213|0|21|570|2|1|0,004314123115243552|7161,616470095728|0
3|19,527907375407104|0,8521427323660469|17,72987462635209|8473,630815815763|0|22|775|2|1|0,0023045501745200987|8454,102908440356|0
3|82,48672259028618|0,0428071189562689|68,83486745284134|9728,588504180754|0|23|889|2|1|0,008478796544312509|9646,101781590469|0
3|95,08638384399995|0,7459715350697309|32,34210737065556|1883,4867347636705|0|0|234|3|1|0,05048423335773101|1788,4003509196705|0
3|48,77567691066048|0,5893665589856495|87,56655197793899|4121,316624748486|0|1|161|3|1|0,01183497443942132|4072,5409478378256|0
2|76,92373657516502|0,269505804949578|70,83894725546456|8773,956940488475|1|2|324|3|1|0,008767279928191946|8697,03320391331|0
4|52,738703327766736|0,4136975064344618|26,529790933426444|4631,532991706319|0|3|165|3|1|0,011386878474622953|4578,794288378553|0
3|83,10764958693693|0,7920798620894777|88,20456750327392|3334,187888384263|0|4|743|3|1|0,024925904708750724|3251,080238797326|0
2|60,02616890446173|0,407731665515309|55,20289159939914|8363,065543345401|0|5|63|3|1|0,0071775318025846776|8303,03937444094|0
2|89,72536824864176|0,5470065298001408|55,48555001123924|6363,937936403128|0|6|563|3|1|0,0140990325715455|6274,212568154487|0
0|83,8883819694083|0,6487036898380295|39,19964508295418|1947,17341955263|0|7|531|3|1|0,043082131836352795|1863,2850375832218|0
0|93,2420611636587|0,8657397106795307|49,87286889896349|6441,933112929328|0|8|419|3|1|0,014474236153821058|6348,691051765669|0
2|53,74615541333524|0,6067478301246536|12,473355037269908|2854,1866227984992|0|9|755|3|1|0,018830638117362387|2800,440467385164|0
2|43,06404676353721|0,5439223502745882|75,99253650342669|8017,715824154072|0|10|452|3|1|0,005371111636783508|7974,651777390534|0
0|27,32178111362836|0,1944314454446276|65,03159710701489|7925,082131230957|0|11|582|3|1|0,003447507629726561|7897,760350117329|0
3|74,31939247105099|0,0507840812114911|92,36972521780169|5724,611458231782|0|12|412|3|1|0,012982434356166202|5650,292065760731|0
0|81,10453304374346|0,6752844762825353|33,800957892074884|4661,555925923707|0|13|293|3|1|0,017398597020515688|4580,451392879963|0
4|51,28972617484501|0,3518120629599117|14,56451519624522|8603,321935277745|0|14|816|3|1|0,005961618844522432|8552,0322091029|0
4|76,33022876630817|0,6862647854532525|70,85855068793218|7273,982375653035|0|15|146|3|1|0,010493595505784475|7197,652146886727|0
2|82,1851437672511|0,166292052708713|80,77316169978734|4096,117607307247|0|16|661|3|1|0,02006415626852055|4013,932463539996|0
1|68,07165652135744|0,107425555785323|39,8254029895631|4490,144010455546|0|17|663|3|1|0,015160239039738784|4422,072353934189|0
1|97,73176014092073|0,0653463606382471|12,184601872547413|4020,714312343048|0|18|163|3|1|0,024307064006238263|3922,982552202127|0
4|44,4059707359975|0,7817590190058886|36,9412542954954|5541,197921465388|0|19|568|3|1|0,008013785352076757|5496,791950729391|0
3|46,56716357207259|0,671085348147031|61,41387641863861|3797,734535980661|0|20|13|3|1|0,012261826920993016|3751,167372408588|0
2|50,497451261542906|0,5218400263257464|74,95521382139967|5179,000965050205|0|21|11|3|1|0,009750423219133999|5128,5035137886625|0
1|73,01484256366689|0,0083915576541542|86,47644806653052|7476,989180248455|0|22|144|3|1|0,009765273267553486|7403,974337684788|0
1|70,58921223632976|0,2643047451700305|44,586046124582026|2934,8098384758123|0|23|81|3|1|0,02405239730046364|2864,2206262394825|0
1|18,760393793572423|0,7695243691162444|45,94470335816509|4396,07692646077|0|0|122|4|1|0,004267530825188766|4377,316532667197|0
0|33,87159912261558|0,0963849867089952|86,17240478756997|6737,496077516889|0|1|227|4|1|0,005027327471943997|6703,624478394274|0
4|93,62801307167632|0,5907825622817242|19,688496513147165|9784,73655418159|0|2|105|4|1|0,009568782210254152|9691,108541109914|0
1|78,51656294055846|0,5996910725465628|79,52197137501955|8979,728844071804|0|3|59|4|1|0,008743756554786524|8901,212281131246|0
4|13,740115016215762|0,0769873880028959|10,863844969173988|6550,062414282284|0|4|591|4|1|0,0020977074945508468|6536,3222992660685|0
2|35,76256757704117|0,9827270365132578|15,24013555293646|7288,036637655037|0|5|110|4|1|0,0049070235723386755|7252,274070077996|0
3|91,20674786727866|0,6983944973107784|46,265651867845264|9253,478916937507|0|6|304|4|1|0,009856481944356564|9162,27216907023|0
4|67,72998285604584|0,7864850345761688|10,64214063364256|9148,652758711904|0|7|991|4|1|0,007403273972940904|9080,922775855857|0
1|23,84789057823815|0,8608939744740778|40,52631372440093|7347,086686903932|0|8|116|4|1|0,0032458975366040864|7323,238796325693|0
1|23,19675309370517|0,0363253594047917|55,74925986254664|6405,360523608859|0|9|91|4|1|0,003621459402356299|6382,163770515153|0
3|55,12309145953811|0,152484889271127|80,68702881549353|4018,773274033155|0|10|829|4|1|0,013716397442898726|3963,650182573617|0
3|92,42444949008308|0,195162305471047|58,78105340124304|7080,103438619933|0|11|119|4|1|0,013054110055219564|6987,6789891298495|0
1|60,54514510210061|0,7535838037722454|93,21260497318085|7588,2826264097375|0|12|98|4|1|0,007978767803321327|7527,737481307637|0
0|58,13885000694888|0,0013112357995281|48,93431687421971|5302,392311164256|0|13|627|4|1|0,01096464512528369|5244,253461157307|0
2|49,28997754079705|0,0686108170259279|75,84896970201633|1824,800520598792|0|14|761|4|1|0,027011159293522657|1775,510543057995|0
0|20,433902723174075|0,799903050684708|99,24329385724016|9084,791658545855|0|15|264|4|1|0,002249242854562589|9064,35775582268|0
4|34,28799621000191|0,8128326048241296|97,62385249068704|4805,27779551589|0|16|928|4|1|0,007135486785383816|4770,989799305888|0
3|93,90980107812352|0,1303453119881498|68,36222224178091|9674,062164262285|0|17|659|4|1|0,009707380362413125|9580,152363184161|0
1|62,2966821251412|0,8961648984302398|52,7405583765616|1236,384945903017|0|18|488|4|1|0,05038615386864133|1174,088263777876|0
2|21,200385624323307|0,3292528457660703|88,75728850172628|4575,52247121944|0|19|975|4|1|0,004633434926322875|4554,322085595117|0
0|39,62416222970549|0,063965262052487|70,65807372432405|4843,2904163743615|0|20|120|4|1|0,008181248453684044|4803,666254144656|0
4|94,98701866123818|0,1729678782624287|16,560396381973245|3712,1659095755263|0|21|430|4|1|0,02558803161685724|3617,178890914288|0
4|70,949036627234|0,9579481005143656|36,87248196812679|9855,674627837716|0|22|138|4|1|0,007198800620592306|9784,725591210481|0
1|65,07165073329853|0,8398890363857324|37,97774880715161|4219,355106273666|0|23|470|4|1|0,015422179241691444|4154,283455540368|0
2|87,84367671643805|0,6381432315674004|37,40762141397819|7941,847202444381|0|0|719|5|1|0,011060862098857946|7854,003525727942|1
2|96,1462465106588|0,4297705660959885|27,459895442013668|2249,6838410311507|1|1|357|5|1|0,04273767040376208|2153,537594520492|1
3|91,1933076822215|0,4491231704158719|16,468824479692067|8704,182255178053|0|2|231|5|1|0,01047695291857788|8612,988947495833|1
4|98,62431306543851|0,4188655842737862|95,81318706963296|6987,997844391333|0|3|414|5|1|0,014113386303431074|6889,373531325895|1
1|69,26898129140069|0,9566960542981932|63,47667766306569|6121,739350549565|0|4|81|5|1|0,011315245116599457|6052,470369258164|1
3|38,39751063654201|0,7962993717062002|97,0655205171012|8827,782392877409|0|5|399|5|1|0,004349621334971123|8789,384882240867|1
1|72,0767151531791|0,3578208959090809|13,592210306686386|8198,17833915617|0|6|225|5|1|0,008791796442012736|8126,10162400299|1
1|23,16580918170286|0,3581691063319129|18,04295485910775|8007,840813445351|0|7|466|5|1|0,002892890820557637|7984,675004263649|1
2|96,99742620925753|0,3663305510153918|57,400809663920754|4450,429068562766|0|8|51|5|1|0,021795072950254245|4353,431642353508|1
1|75,17795368204465|0,4797418085390359|91,89645670792092|7604,03581291833|0|9|588|5|1|0,009886585956674016|7528,857859236285|1
0|71,27729966536388|0,8059953499461918|67,30165835468443|6631,372808065945|0|10|792|5|1|0,010748498346928571|6560,095508400581|1
0|73,50579664763814|0,4466950064139259|79,45616782324659|7288,036637655037|0|11|109|5|1|0,010085816016326861|7214,530841007399|1
2|95,81512850727324|0,1480582852993029|74,59376570121384|4483,156300402189|0|12|540|5|1|0,021372248051819552|4387,3411718949155|1
4|18,852697182192355|0,7304494846487675|90,0500458660583|2169,4259351690243|0|13|76|5|1|0,008690177837633118|2150,573237986832|1
1|13,294878186725366|0,966645463514096|71,65549550773102|7962,41027548533|0|14|583|5|1|0,0016697052433554747|7949,115397298605|1
3|70,84194087334146|0,9345265989340056|76,74484865313467|6166,294345881851|0|15|99|5|1|0,011488575941992313|6095,452405008509|1
1|29,797542175411586|0,8713778981354636|30,73140745162662|3495,320360122715|0|16|441|5|1|0,008524981719948966|3465,5228179473033|1
1|10,976063792987292|0,0887224891439055|13,94613717842646|9255,451757215444|0|17|989|5|1|0,0011859025448898784|9244,475693422457|1
3|30,62781389727033|0,3804867275873326|86,27614397676666|4886,010824613629|0|18|817|5|1|0,0062684703322760825|4855,3830107163585|1
2|86,27039905960704|0,5997076288705414|39,15191297159039|7085,442721000245|0|19|601|5|1|0,012175724574544064|6999,172321940638|1
0|90,69366945616191|0,0525841195764624|63,75541221221678|8557,608088738338|0|20|431|5|1|0,010598016234876799|8466,914419282175|1
4|97,45799845652886|0,1324130798457156|13,936656978315106|4998,111232701779|0|21|114|5|1|0,019498965492980226|4900,65323424525|1
3|94,26044567659616|0,28161699231222|39,27911887178642|6808,655941809088|0|22|534|5|1|0,013844207503243404|6714,395496132493|1
3|65,20547785019431|0,0361401268487941|61,29285089639624|1795,3282266181373|0|23|16|5|1|0,03631953025827594|1730,122748767943|1
0|58,92672040602855|0,9644991055160976|61,5850254830433|8924,92531736286|0|0|795|6|1|0,00660248890726183|8865,998596956832|1
4|81,998406792034|0,1764083665963066|25,807626781009997|1417,6911109990574|0|1|385|6|1|0,05783940250161343|1335,6927042070233|1
0|46,79083873431522|0,829296851161239|60,1627950076116|7515,21069536373|0|2|368|6|1|0,00622615128584237|7468,419856629415|1
4|11,414754823886248|0,1556446845128487|73,95115480743799|2424,450317394157|0|3|851|6|1|0,00470818261029784|2413,035562570271|1
3|39,746571370799046|0,7831297143194322|41,600666147750765|4265,273573478986|0|4|13|6|1|0,009318645260632042|4225,527002108187|1
1|69,42652625711786|0,4507371718071249|77,50218977872183|8662,854278923118|1|5|590|6|1|0,008014278437770084|8593,427752666|1
3|74,8024137001501|0,3540911370424252|60,700759795200256|3183,466494213557|0|6|272|6|1|0,023497157528158397|3108,6640805134066|1
1|11,135024291276173|0,6543579686540659|10,867087743046213|4220,470748699525|0|7|540|6|1|0,002638337037333398|4209,335724408249|1
2|78,7926566816262|0,0924698674989543|78,69908198812801|5160,483332414382|0|8|228|6|1|0,015268464522830325|5081,690675732756|1
1|73,35801855325286|0,8635439599431781|13,562991257277996|6631,372808065945|0|9|791|6|1|0,011062267297658974|6558,014789512692|1
3|19,79428898571563|0,6459808078950701|61,40287558718099|4121,316624748486|0|10|158|6|1|0,004802904214359805|4101,52233576277|1
1|52,57391797925766|0,1032059291351714|68,40522340995258|4091,6780540746336|0|11|550|6|1|0,012848986964383169|4039,104136095376|1
4|87,946838800399|0,7811165111485706|59,45638923887482|7695,154348220063|0|12|755|6|1|0,01142885962004669|7607,207509419664|1
4|45,34907934754776|0,3867848646906189|94,570751399094|6746,988789784419|0|13|115|6|1|0,006721380568500509|6701,639710436872|1
2|49,02599806311397|0,2741100007272282|81,56433192297125|8403,77366742826|1|14|86|6|1|0,005833807525437201|8354,747669365146|1
4|76,7891524120786|0,3144079950434221|58,42056072628485|5729,012454195284|0|15|681|6|1|0,013403558296656671|5652,223301783205|1
0|57,25912840477829|0,2883373503010789|48,04486290773334|8430,98651867882|0|16|350|6|1|0,0067915098995735435|8373,727390274042|1
2|21,239305903956133|0,3227980839253159|27,51230202452078|8091,736701622896|0|17|17|6|1|0,002624814262641088|8070,49739571894|1
1|79,3765145476943|0,970049124736776|67,03130270994141|7604,03581291833|0|18|587|6|1|0,010438734969244001|7524,659298370635|1
2|52,47637817645349|0,8581859979634036|78,56207411278741|5745,0882908674|0|19|497|6|1|0,00913412910640065|5692,611912690947|1
0|75,32893871990358|0,4463273030715393|81,95667521729543|7649,649301190314|0|20|210|6|1|0,009847371526977336|7574,32036247041|1
4|76,76865855547618|0,1168631146102391|66,22278769805163|7085,442721000245|0|21|600|6|1|0,0108347017368364|7008,674062444768|1
